Age,Gender,Current_status,Field_of_study,Hours_slept,Work_hours,Hobby_hours,Commute_time,Number_of_tasks,Task_difficulty,Social_interaction_hours,Social_interaction_quality,Stressful_event,Stress_type,Home_environment,Stress_scale,Overthinking,Stress_under_pressure
18-24,Male,Employee,Other,8.0,8,1.1,> 2 hours,5,Easy,8,Medium,Yes,"Financial stress, Transportation problem / car issue",Satisfied,4,Often,Slightly stressed
36+,Male,Both,Engineering,4.7,10,6.4,30-60 min,11,Moderate,2,Medium,No,None,Satisfied,4,Never,Highly stressed
18-24,Female,Employee,Healthcare,6.4,8,3.1,1 hour,5,Easy,3,Medium,Yes,"Academic/work failure or poor performance, Health-related stress",Dissatisfied,5,Rarely,Slightly stressed
36+,Female,Student,Business,7.2,1,5.4,1 hour,6,Hard,4,Medium,No,None,Satisfied,5,Never,Not stressed
18-24,Female,Student,Psychology,8.4,2,5.5,1 hour,6,Hard,2,Low,No,None,Satisfied,4,Rarely,Slightly stressed
36+,Female,Neither,None,7.6,2,5.1,30-60 min,4,Hard,1,High,No,None,Dissatisfied,4,Rarely,Slightly stressed
36+,Male,Employee,IT,5.6,6,6.4,1 hour,5,Easy,6,Medium,No,None,Satisfied,3,Rarely,Slightly stressed
25-35,Female,Employee,Other,6.6,7,1.4,30-60 min,8,Moderate,9,High,No,None,Satisfied,1,Almost always,Highly stressed
25-35,Female,Student,Medicine,8.7,1,4.3,< 30 min,4,Hard,4,High,Yes,"Financial stress, Academic/work failure or poor performance",Satisfied,4,Rarely,Not stressed
18-24,Female,Student,Business,6.4,2,4.5,< 30 min,6,Moderate,2,Medium,Yes,Arguing/conflict with someone,Satisfied,6,Often,Slightly stressed
25-35,Male,Student,Education,6.0,2,6.9,30-60 min,4,Easy,8,Medium,No,None,Satisfied,2,Rarely,Slightly stressed
18-24,Female,Student,Business,7.6,1,4.7,< 30 min,7,Moderate,7,Medium,No,None,Dissatisfied,2,Often,Highly stressed
25-35,Male,Student,Arts,8.9,0,5.8,1 hour,6,Easy,2,High,Yes,"Financial stress, Transportation problem / car issue",Dissatisfied,8,Often,Slightly stressed
25-35,Female,Both,Computer Science,5.2,8,4.5,> 2 hours,8,Moderate,1,Medium,Yes,"Personal disappointment, Arguing/conflict with someone, Academic/work failure or poor performance",Satisfied,7,Rarely,Not stressed
<18,Female,Student,Engineering,8.7,1,5.8,1 hour,4,Easy,4,High,No,None,Dissatisfied,5,Never,Not stressed
25-35,Female,Neither,None,6.5,2,0.9,< 30 min,4,Moderate,7,Medium,Yes,Personal disappointment,Satisfied,8,Often,Slightly stressed
25-35,Female,Student,Engineering,7.8,0,1.5,> 2 hours,7,Moderate,4,Low,Yes,"Arguing/conflict with someone, Bad weather, Personal disappointment",Satisfied,6,Often,Not stressed
18-24,Female,Both,Law,4.2,8,1.1,30-60 min,9,Moderate,1,Medium,Yes,Arguing/conflict with someone,Dissatisfied,8,Rarely,Highly stressed
18-24,Male,Employee,IT,7.8,8,6.4,< 30 min,9,Hard,5,Medium,Yes,"Personal disappointment, Academic/work failure or poor performance",Satisfied,5,Rarely,Slightly stressed
36+,Female,Employee,IT,7.2,6,3.9,30-60 min,8,Moderate,7,Medium,Yes,"Financial stress, Bad weather, Personal disappointment",Dissatisfied,3,Almost always,Highly stressed
25-35,Male,Student,Education,7.3,2,5.7,30-60 min,7,Moderate,7,High,Yes,"Transportation problem / car issue, Bad weather, Health-related stress",Dissatisfied,9,Rarely,Slightly stressed
18-24,Female,Student,Biology,7.4,3,3.2,< 30 min,5,Moderate,5,Medium,Yes,Health-related stress,Satisfied,3,Often,Not stressed
18-24,Male,Student,Computer Science,7.8,0,2.3,30-60 min,4,Easy,2,Low,Yes,"Bad weather, Financial stress, Arguing/conflict with someone",Dissatisfied,6,Almost always,Not stressed
25-35,Male,Student,Biology,7.6,2,6.2,< 30 min,7,Easy,10,Low,Yes,"Financial stress, Academic/work failure or poor performance",Satisfied,5,Often,Highly stressed
25-35,Male,Employee,Engineering,6.8,9,3.9,30-60 min,5,Easy,4,Low,Yes,Bad weather,Dissatisfied,5,Almost always,Slightly stressed
25-35,Female,Employee,Freelancing,7.2,7,6.1,> 2 hours,6,Moderate,7,Medium,No,None,Satisfied,1,Often,Slightly stressed
18-24,Female,Neither,None,8.0,0,5.3,30-60 min,3,Easy,9,Medium,No,None,Satisfied,4,Rarely,Slightly stressed
18-24,Male,Student,Law,7.2,1,0.9,30-60 min,5,Moderate,10,High,Yes,"Personal disappointment, Arguing/conflict with someone, Bad weather",Satisfied,7,Rarely,Slightly stressed
25-35,Female,Student,Psychology,6.2,3,2.1,< 30 min,6,Moderate,6,Low,No,None,Satisfied,5,Often,Highly stressed
<18,Female,Student,Business,6.2,0,3.2,30-60 min,4,Easy,9,Medium,No,None,Satisfied,2,Almost always,Not stressed
18-24,Male,Both,Freelancing,6.3,10,3.6,1 hour,12,Easy,4,High,No,None,Satisfied,5,Rarely,Highly stressed
18-24,Male,Student,Medicine,7.0,2,1.7,< 30 min,3,Moderate,1,Medium,No,None,Satisfied,2,Almost always,Slightly stressed
25-35,Male,Student,Biology,6.0,1,5.0,30-60 min,2,Hard,2,Low,No,None,Dissatisfied,3,Often,Slightly stressed
18-24,Male,Student,Computer Science,8.4,1,6.5,30-60 min,7,Hard,2,Low,Yes,"Health-related stress, Bad weather",Dissatisfied,4,Often,Slightly stressed
25-35,Male,Both,Healthcare,6.8,9,0.8,1 hour,12,Hard,9,Medium,No,None,Satisfied,2,Rarely,Highly stressed
18-24,Female,Employee,Administration,5.9,6,4.6,< 30 min,5,Hard,3,High,Yes,"Bad weather, Personal disappointment, Health-related stress",Satisfied,7,Never,Not stressed
18-24,Male,Both,Biology,6.4,8,5.2,30-60 min,13,Easy,4,Medium,No,None,Satisfied,3,Never,Highly stressed
25-35,Male,Student,Business,6.3,3,4.8,< 30 min,7,Hard,7,Medium,Yes,Academic/work failure or poor performance,Satisfied,5,Often,Highly stressed
25-35,Male,Student,Arts,5.2,0,5.2,1 hour,6,Moderate,2,Low,Yes,Bad weather,Satisfied,9,Often,Not stressed
25-35,Female,Employee,Other,7.6,6,3.3,1 hour,9,Moderate,5,Medium,No,None,Satisfied,5,Often,Highly stressed
25-35,Male,Employee,IT,6.9,6,4.8,< 30 min,6,Moderate,3,Low,Yes,"Transportation problem / car issue, Bad weather, Personal disappointment",Satisfied,4,Often,Slightly stressed
25-35,Female,Both,Other,6.8,10,6.6,30-60 min,10,Moderate,5,Medium,Yes,Health-related stress,Satisfied,6,Never,Highly stressed
25-35,Male,Employee,Finance,7.0,7,0.5,30-60 min,6,Moderate,5,High,No,None,Dissatisfied,1,Never,Not stressed
18-24,Male,Both,Arts,4.0,11,5.4,30-60 min,11,Easy,10,Medium,Yes,"Transportation problem / car issue, Bad weather, Personal disappointment",Satisfied,6,Often,Slightly stressed
<18,Female,Student,Psychology,5.5,3,0.6,< 30 min,6,Moderate,7,Medium,Yes,"Arguing/conflict with someone, Bad weather",Dissatisfied,5,Never,Not stressed
18-24,Female,Student,Psychology,5.4,3,5.3,< 30 min,7,Moderate,6,Medium,Yes,"Arguing/conflict with someone, Transportation problem / car issue",Dissatisfied,3,Often,Slightly stressed
18-24,Female,Both,Psychology,4.6,11,2.7,30-60 min,13,Moderate,8,High,No,None,Satisfied,2,Often,Highly stressed
25-35,Female,Employee,Healthcare,5.7,8,1.8,> 2 hours,9,Easy,2,High,Yes,"Personal disappointment, Academic/work failure or poor performance",Satisfied,3,Often,Slightly stressed
25-35,Male,Student,Medicine,8.1,2,3.1,30-60 min,6,Easy,2,Low,Yes,"Bad weather, Transportation problem / car issue",Dissatisfied,3,Almost always,Highly stressed
25-35,Male,Student,Engineering,6.3,2,4.0,< 30 min,2,Easy,6,High,Yes,"Financial stress, Academic/work failure or poor performance, Bad weather",Satisfied,6,Rarely,Slightly stressed
18-24,Female,Both,Other,5.0,9,3.8,> 2 hours,12,Easy,9,Medium,No,None,Satisfied,4,Rarely,Slightly stressed
18-24,Female,Student,Computer Science,6.4,2,1.9,30-60 min,4,Easy,4,Medium,Yes,Personal disappointment,Satisfied,8,Almost always,Slightly stressed
18-24,Female,Student,Business,7.0,3,6.6,30-60 min,4,Easy,2,High,Yes,"Bad weather, Arguing/conflict with someone, Transportation problem / car issue",Dissatisfied,8,Often,Slightly stressed
<18,Female,Student,Medicine,8.9,3,1.5,< 30 min,6,Easy,3,High,No,None,Dissatisfied,1,Often,Slightly stressed
25-35,Female,Student,Computer Science,5.2,1,2.6,30-60 min,2,Easy,7,Medium,Yes,"Health-related stress, Arguing/conflict with someone, Transportation problem / car issue",Satisfied,3,Rarely,Slightly stressed
18-24,Male,Neither,None,6.5,2,1.2,30-60 min,4,Easy,3,Low,Yes,"Personal disappointment, Bad weather, Financial stress",Dissatisfied,3,Almost always,Not stressed
36+,Male,Both,Finance,4.9,10,7.0,30-60 min,9,Easy,7,High,No,None,Satisfied,1,Rarely,Not stressed
18-24,Male,Employee,Other,5.9,8,4.5,< 30 min,9,Moderate,7,Low,Yes,"Academic/work failure or poor performance, Financial stress",Satisfied,4,Never,Not stressed
18-24,Female,Student,Computer Science,9.0,1,1.3,30-60 min,7,Easy,2,Medium,Yes,Financial stress,Satisfied,3,Often,Slightly stressed
18-24,Male,Student,Business,5.1,0,1.7,1 hour,5,Moderate,1,High,Yes,Personal disappointment,Dissatisfied,8,Rarely,Slightly stressed
18-24,Male,Employee,IT,5.5,8,1.9,1 hour,6,Easy,2,High,Yes,"Arguing/conflict with someone, Transportation problem / car issue",Dissatisfied,9,Never,Highly stressed
36+,Male,Employee,IT,6.6,7,1.5,1 hour,11,Easy,7,Medium,Yes,Bad weather,Satisfied,4,Rarely,Highly stressed
18-24,Male,Employee,Customer Service,7.0,7,6.0,30-60 min,11,Moderate,7,Low,No,None,Dissatisfied,4,Almost always,Slightly stressed
25-35,Female,Student,Business,8.2,3,5.5,1 hour,5,Easy,8,Medium,Yes,"Financial stress, Personal disappointment, Health-related stress",Satisfied,3,Often,Slightly stressed
18-24,Male,Student,Biology,7.3,0,5.7,> 2 hours,5,Easy,9,Medium,No,None,Satisfied,2,Often,Slightly stressed
25-35,Male,Employee,Healthcare,7.9,9,5.5,> 2 hours,6,Easy,7,Low,Yes,"Bad weather, Transportation problem / car issue, Financial stress",Satisfied,7,Almost always,Slightly stressed
25-35,Male,Employee,Customer Service,6.5,7,5.8,1 hour,9,Easy,7,Low,No,None,Dissatisfied,3,Often,Slightly stressed
36+,Female,Student,Education,8.2,2,3.8,< 30 min,7,Easy,8,Medium,Yes,"Academic/work failure or poor performance, Bad weather, Arguing/conflict with someone",Dissatisfied,6,Almost always,Slightly stressed
18-24,Female,Student,Arts,8.3,1,2.7,> 2 hours,3,Moderate,3,High,No,None,Satisfied,3,Rarely,Not stressed
18-24,Female,Student,Arts,8.2,0,3.9,30-60 min,5,Easy,4,Medium,No,None,Dissatisfied,1,Almost always,Slightly stressed
36+,Female,Both,Customer Service,5.0,11,5.4,< 30 min,11,Moderate,10,Medium,No,None,Dissatisfied,2,Never,Slightly stressed
36+,Female,Employee,Administration,6.2,8,5.8,30-60 min,10,Moderate,8,Medium,Yes,"Health-related stress, Financial stress, Personal disappointment",Satisfied,5,Often,Not stressed
36+,Female,Employee,Teaching,6.0,9,2.4,30-60 min,5,Moderate,10,Medium,Yes,Financial stress,Satisfied,4,Often,Slightly stressed
18-24,Male,Student,Education,7.6,3,4.7,< 30 min,3,Easy,2,High,No,None,Satisfied,2,Often,Slightly stressed
18-24,Female,Student,Psychology,6.5,3,2.0,30-60 min,2,Easy,9,Medium,Yes,"Personal disappointment, Transportation problem / car issue, Financial stress",Satisfied,6,Often,Slightly stressed
18-24,Male,Employee,Finance,7.4,6,6.6,30-60 min,7,Moderate,7,Low,Yes,Bad weather,Satisfied,7,Almost always,Highly stressed
36+,Male,Employee,Finance,7.1,7,6.5,1 hour,10,Easy,8,Medium,No,None,Satisfied,3,Often,Highly stressed
<18,Female,Both,Healthcare,6.3,11,1.2,< 30 min,8,Easy,2,Medium,No,None,Dissatisfied,4,Often,Highly stressed
25-35,Male,Student,Business,6.8,0,4.6,< 30 min,5,Moderate,2,Low,No,None,Satisfied,4,Often,Highly stressed
18-24,Female,Employee,Healthcare,5.3,6,3.4,< 30 min,6,Easy,10,High,Yes,"Academic/work failure or poor performance, Transportation problem / car issue",Satisfied,6,Rarely,Slightly stressed
18-24,Male,Student,Engineering,5.4,2,3.1,1 hour,7,Moderate,8,Low,No,None,Satisfied,4,Often,Slightly stressed
<18,Male,Student,Law,6.5,0,3.9,30-60 min,5,Easy,5,Low,Yes,"Arguing/conflict with someone, Financial stress",Satisfied,6,Often,Slightly stressed
36+,Female,Both,Healthcare,5.9,8,2.3,> 2 hours,12,Easy,7,High,Yes,Health-related stress,Dissatisfied,3,Often,Highly stressed
25-35,Male,Student,Business,8.4,0,1.9,< 30 min,3,Moderate,7,High,Yes,"Bad weather, Personal disappointment, Transportation problem / car issue",Dissatisfied,4,Rarely,Highly stressed
25-35,Male,Neither,None,7.0,0,4.2,< 30 min,3,Easy,1,Medium,No,None,Satisfied,4,Never,Highly stressed
36+,Female,Employee,Engineering,5.6,7,3.0,> 2 hours,10,Easy,7,Medium,Yes,"Health-related stress, Bad weather",Satisfied,4,Often,Highly stressed
18-24,Female,Employee,Freelancing,7.2,7,3.1,1 hour,11,Moderate,5,Low,Yes,Arguing/conflict with someone,Satisfied,8,Often,Highly stressed
36+,Female,Employee,Healthcare,5.2,7,2.8,1 hour,5,Moderate,1,Medium,Yes,Bad weather,Satisfied,5,Often,Slightly stressed
18-24,Male,Employee,Teaching,6.6,7,6.2,< 30 min,9,Easy,4,Low,Yes,Financial stress,Satisfied,8,Rarely,Not stressed
18-24,Male,Student,Law,5.1,0,3.4,1 hour,3,Hard,10,Medium,No,None,Satisfied,3,Often,Highly stressed
<18,Male,Student,Biology,5.9,0,3.0,1 hour,2,Easy,5,Low,Yes,"Bad weather, Arguing/conflict with someone, Academic/work failure or poor performance",Dissatisfied,9,Almost always,Slightly stressed
25-35,Female,Student,Biology,7.8,2,1.7,< 30 min,7,Moderate,8,Low,Yes,"Academic/work failure or poor performance, Personal disappointment, Financial stress",Dissatisfied,8,Often,Slightly stressed
25-35,Male,Neither,None,7.2,0,1.9,1 hour,4,Easy,8,Medium,No,None,Dissatisfied,2,Rarely,Slightly stressed
18-24,Female,Employee,Finance,7.4,9,5.1,1 hour,10,Moderate,1,Medium,No,None,Dissatisfied,3,Rarely,Slightly stressed
18-24,Male,Employee,Customer Service,7.1,9,4.4,30-60 min,10,Moderate,3,Low,Yes,"Personal disappointment, Financial stress",Dissatisfied,3,Almost always,Not stressed
<18,Male,Student,Biology,8.6,3,5.4,< 30 min,7,Easy,5,Medium,Yes,"Personal disappointment, Academic/work failure or poor performance, Health-related stress",Satisfied,9,Almost always,Highly stressed
18-24,Male,Student,Engineering,6.0,0,3.6,< 30 min,6,Easy,8,Medium,No,None,Satisfied,5,Never,Not stressed
25-35,Male,Student,Biology,8.4,2,4.6,30-60 min,7,Hard,5,Medium,Yes,"Transportation problem / car issue, Bad weather, Financial stress",Satisfied,6,Often,Slightly stressed
<18,Male,Student,Biology,7.5,3,4.2,< 30 min,6,Easy,10,Low,No,None,Satisfied,1,Almost always,Not stressed
18-24,Female,Student,Law,5.6,3,6.6,30-60 min,3,Hard,8,Medium,Yes,"Transportation problem / car issue, Personal disappointment, Bad weather",Satisfied,8,Often,Slightly stressed
36+,Male,Student,Computer Science,8.9,3,2.9,< 30 min,4,Easy,7,High,No,None,Dissatisfied,3,Often,Highly stressed
18-24,Male,Both,Engineering,5.4,11,7.0,< 30 min,13,Moderate,9,Medium,Yes,Financial stress,Dissatisfied,7,Often,Slightly stressed
25-35,Female,Student,Business,8.8,0,4.4,1 hour,3,Easy,4,Medium,Yes,Financial stress,Satisfied,6,Often,Not stressed
25-35,Female,Student,Medicine,5.3,1,6.9,30-60 min,3,Easy,1,Medium,No,None,Satisfied,1,Often,Highly stressed
36+,Male,Student,Medicine,5.7,1,1.6,< 30 min,3,Moderate,9,High,Yes,"Personal disappointment, Academic/work failure or poor performance, Transportation problem / car issue",Dissatisfied,6,Often,Slightly stressed
18-24,Male,Student,Computer Science,5.6,3,5.2,< 30 min,2,Moderate,9,High,No,None,Satisfied,5,Rarely,Slightly stressed
18-24,Female,Student,Computer Science,8.1,0,4.2,30-60 min,3,Hard,2,Medium,No,None,Dissatisfied,1,Often,Slightly stressed
36+,Female,Student,Computer Science,7.1,1,2.2,30-60 min,6,Moderate,6,Low,Yes,Transportation problem / car issue,Satisfied,7,Rarely,Slightly stressed
18-24,Female,Student,Psychology,8.1,2,4.0,< 30 min,5,Moderate,6,Medium,No,None,Dissatisfied,2,Never,Highly stressed
